SLAMBench Report run started:	2023-09-08 01:37:03

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: dso_output.txt
input: /home/nrad/slambench/datasets/UZHFPV/indoor_forward_5_davis_with_gt.slam
load-slam-library: /home/nrad/slambench/build/lib/libdso-original-library.so
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: false
lifelong: false
Grey cam0-intrinsics-parameters: 0.4999709,0.6653194,0.4720705,0.519213
mode: 1
multithreading: true
vignette: 
gammaCalib: 
calib: /home/nrad/slam-eds/eds/build/dso_camera.txt
: 0.001
: 0.001
: 1
: 0.1
: 1

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
27	1540821097.4706161022	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0355110000	30348906	0	0.0000000000	0.0000000000	0.0000000000
28	1540821097.5028121471	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0344100000	30350971	0	0.0000000000	0.0000000000	0.0000000000
29	1540821097.5350070000	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0391520000	30353036	0	0.0000000000	0.0000000000	0.0000000000
30	1540821097.5672011375	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0466980000	30355101	0	0.0000000000	0.0000000000	0.0000000000
31	1540821097.5993950367	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0507450000	30357166	0	0.0000000000	0.0000000000	0.0000000000
32	1540821097.6315910816	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0552280000	30359231	0	0.0000000000	0.0000000000	0.0000000000
33	1540821097.6637880802	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0625210000	30361552	0	0.0000000000	0.0000000000	0.0000000000
34	1540821097.6959841251	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0635200000	30370273	0	0.0000000000	0.0000000000	0.0000000000
35	1540821097.7281789780	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0590420000	30372338	0	0.0000000000	0.0000000000	0.0000000000
36	1540821097.7603740692	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0533080000	30374403	0	0.0000000000	0.0000000000	0.0000000000
37	1540821097.7925701141	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0499070000	30376468	0	0.0000000000	0.0000000000	0.0000000000
38	1540821097.8247690201	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0572010000	30378533	0	0.0000000000	0.0000000000	0.0000000000
39	1540821097.8569741249	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0479810000	30380598	0	0.0000000000	0.0000000000	0.0000000000
40	1540821097.8891839981	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0477050000	30382663	0	0.0000000000	0.0000000000	0.0000000000
41	1540821097.9214029312	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0453990000	30384728	0	0.0000000000	0.0000000000	0.0000000000
42	1540821097.9536359310	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0485750000	30386793	0	0.0000000000	0.0000000000	0.0000000000
43	1540821097.9858889580	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0432810000	30388858	0	0.0000000000	0.0000000000	0.0000000000
44	1540821098.0181610584	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0435770000	30390923	0	0.0000000000	0.0000000000	0.0000000000
45	1540821098.0504529476	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0509870000	30392988	0	0.0000000000	0.0000000000	0.0000000000
46	1540821098.0827641487	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0462640000	30395053	0	0.0000000000	0.0000000000	0.0000000000
47	1540821098.1150929928	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0472960000	30397118	0	0.0000000000	0.0000000000	0.0000000000
48	1540821098.1474399567	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0521660000	30399183	0	0.0000000000	0.0000000000	0.0000000000
49	1540821098.1798069477	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0515540000	30401248	0	0.0000000000	0.0000000000	0.0000000000
50	1540821098.2121961117	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0880080000	30403313	0	0.0000000000	0.0000000000	0.0000000000
51	1540821098.2446110249	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0882770000	30405378	0	0.0000000000	0.0000000000	0.0000000000
52	1540821098.2770550251	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0819930000	30407443	0	0.0000000000	0.0000000000	0.0000000000
53	1540821098.3095340729	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0894330000	30409508	0	0.0000000000	0.0000000000	0.0000000000
54	1540821098.3420510292	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0891790000	30411573	0	0.0000000000	0.0000000000	0.0000000000
55	1540821098.3746099472	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1180570000	30413638	0	0.0000000000	0.0000000000	0.0000000000
56	1540821098.4072170258	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1126140000	30415703	0	0.0000000000	0.0000000000	0.0000000000
57	1540821098.4398739338	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1011280000	30417768	0	0.0000000000	0.0000000000	0.0000000000
58	1540821098.4725849628	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1045220000	30419833	0	0.0000000000	0.0000000000	0.0000000000
59	1540821098.5053441525	-nan	360.0000100179	-nan	0.0000000000	-nan	0.0811970000	30421898	0	0.0000000000	0.0000000000	0.0000000000
60	1540821098.5381419659	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1071660000	30423963	0	0.0000000000	0.0000000000	0.0000000000
61	1540821098.5709741116	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1170320000	30426028	0	0.0000000000	0.0000000000	0.0000000000
62	1540821098.6038420200	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1184450000	30428093	0	0.0000000000	0.0000000000	0.0000000000
63	1540821098.6367421150	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1200240000	30430158	0	0.0000000000	0.0000000000	0.0000000000
64	1540821098.6696739197	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1274660000	30432223	0	0.0000000000	0.0000000000	0.0000000000
65	1540821098.7026300430	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1116670000	30434800	0	0.0000000000	0.0000000000	0.0000000000
66	1540821098.7356109619	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1348360000	30450177	0	0.0000000000	0.0000000000	0.0000000000
67	1540821098.7686100006	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1661690000	30452242	0	0.0000000000	0.0000000000	0.0000000000
68	1540821098.8016281128	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1786340000	30454307	0	0.0000000000	0.0000000000	0.0000000000
69	1540821098.8346691132	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1642050000	30456372	0	0.0000000000	0.0000000000	0.0000000000
70	1540821098.8677389622	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1712150000	30458437	0	0.0000000000	0.0000000000	0.0000000000
71	1540821098.9008431435	-nan	360.0000100179	-nan	0.0000000000	-nan	0.1363240000	30460502	0	0.0000000000	0.0000000000	0.0000000000
72	1540821098.9339830875	-nan	360.0000100179	-nan	0.0000000000	-nan	0.3718240000	38280408	0	0.0000000000	0.0000000000	0.0000000000
73	1540821098.9671549797	0.0000011936	105.7927385826	0.0000011936	0.0000011936	0.0003223384	0.4070910000	53368563	0	0.0000606067	0.0002086315	-0.0000128509
74	1540821099.0003480911	0.0000008617	77.3240388390	0.0000008617	0.0000008617	0.0003742259	0.0063220000	42537435	0	0.0000655135	0.0002228962	-0.0000167833
75	1540821099.0335500240	0.0000008617	234.0842432347	0.0000008617	0.0000008617	0.0002984688	0.0067550000	42540165	0	0.0000058811	0.0001252539	-0.0000403091
76	1540821099.0667560101	0.0000007177	160.3986188458	0.0000007177	0.0000007177	0.0003801269	0.0056480000	42542254	0	0.0000072494	0.0001199576	-0.0000410041
77	1540821099.0999641418	0.0000007177	64.7440051803	0.0000007177	0.0000007177	0.0003739579	0.0065780000	42544319	0	0.0000204887	0.0000785490	-0.0000673901
78	1540821099.1331729889	0.0000008617	195.7826324071	0.0000008617	0.0000008617	0.0002994488	0.0092340000	42546432	0	0.0000410730	0.0001195150	-0.0000651277
79	1540821099.1663820744	0.0000011936	120.3995967265	0.0000011936	0.0000011936	0.0003600535	0.0073680000	42548497	0	0.0000529720	0.0000943190	-0.0000751373
80	1540821099.1995899677	0.0000011936	78.4088094829	0.0000011936	0.0000011936	0.0003909032	0.0069490000	42550562	0	0.0000445046	0.0000687680	-0.0000676299
81	1540821099.2327921391	0.0000012215	141.0842508920	0.0000012215	0.0000012215	0.0001928979	0.0092040000	42552627	0	0.0000200404	0.0000338366	-0.0000804700
82	1540821099.2659821510	0.0000012728	190.1325633219	0.0000012728	0.0000012728	0.0003853400	0.0061920000	42554788	0	0.0000395566	0.0000544032	-0.0000717726
83	1540821099.2991549969	0.0000016604	104.3971328597	0.0000016604	0.0000016604	0.0003458479	0.0058310000	42556853	0	0.0000268001	0.0000157350	-0.0000789647
84	1540821099.3322999477	0.0000020544	211.6069376196	0.0000020544	0.0000020544	0.0003716832	0.0064940000	42558918	0	0.0000023905	-0.0000397868	-0.0000895809
85	1540821099.3654119968	0.0000025034	209.3192340590	0.0000025034	0.0000025034	0.0004219326	0.0060730000	42560983	0	-0.0000141067	-0.0000676696	-0.0000892238
86	1540821099.3984861374	0.0000025288	90.6701465149	0.0000025288	0.0000025288	0.0003714996	0.0068180000	42563048	0	-0.0000269942	-0.0000494484	-0.0000688046
87	1540821099.4315249920	0.0000025288	91.2068422893	0.0000025288	0.0000025288	0.0004153048	0.0063970000	42565113	0	-0.0000336844	-0.0000829846	-0.0000714447
88	1540821099.4645280838	0.0000029611	156.8957699904	0.0000029611	0.0000029611	0.0004113674	0.0062420000	42567178	0	-0.0000730435	-0.0001047226	-0.0000737405
89	1540821099.4974911213	0.0000029611	171.9890946975	0.0000029611	0.0000029611	0.0004164953	0.0058540000	42569243	0	-0.0000316432	-0.0000830081	-0.0000775746
90	1540821099.5304141045	0.0000034240	113.9232728272	0.0000034240	0.0000034240	0.0004096861	0.0058570000	42571500	0	-0.0000340971	-0.0000877098	-0.0000661055
91	1540821099.5632960796	0.0000034240	196.8327056901	0.0000034240	0.0000034240	0.0004082070	0.0059220000	42573565	0	-0.0000463750	-0.0001165501	-0.0000730890
92	1540821099.5961451530	0.0000038903	186.4854881919	0.0000038903	0.0000038903	0.0003729127	0.0061870000	42575630	0	-0.0000474307	-0.0001325470	-0.0000778074
93	1540821099.6289629936	0.0000039163	116.7646246917	0.0000039163	0.0000039163	0.0004066657	0.0072920000	42577695	0	-0.0000420272	-0.0001039618	-0.0000720431
94	1540821099.6617510319	0.0000039163	217.0334409529	0.0000039163	0.0000039163	0.0004070506	0.0090780000	42579760	0	-0.0000486078	-0.0001391135	-0.0000757822
95	1540821099.6945130825	0.0000043589	183.2929758116	0.0000043589	0.0000043589	0.0003813555	0.0080460000	42581825	0	-0.0000184665	-0.0001199332	-0.0000780027
96	1540821099.7272500992	0.0000043589	192.7039382991	0.0000043589	0.0000043589	0.0004024517	0.0070850000	42583890	0	-0.0000471366	-0.0001268430	-0.0000826909
97	1540821099.7599680424	0.0000043821	208.1485669560	0.0000043821	0.0000043821	0.0004034508	0.0097120000	42585955	0	-0.0000740656	-0.0001297096	-0.0000582879
98	1540821099.7926659584	0.0000043821	91.0267438613	0.0000043821	0.0000043821	0.0003939040	0.0067700000	42588020	0	-0.0000671011	-0.0001572977	-0.0000710608
99	1540821099.8253459930	0.0000048500	120.0242914920	0.0000048500	0.0000048500	0.0003990170	0.0066220000	42590085	0	-0.0000749993	-0.0001523553	-0.0000605243
100	1540821099.8580100536	0.0000048500	219.3299417972	0.0000048500	0.0000048500	0.0004000559	0.0117460000	42592150	0	-0.0000826633	-0.0001500401	-0.0000676425
101	1540821099.8906581402	0.0000053195	159.2642200473	0.0000053195	0.0000053195	0.0003313162	0.0081650000	42594215	0	-0.0000699487	-0.0001636415	-0.0000732102
102	1540821099.9232931137	0.0000057792	235.5256317156	0.0000057792	0.0000057792	0.0003963781	0.0090980000	42596280	0	-0.0000861135	-0.0001857190	-0.0000667826
103	1540821099.9559171200	0.0000057902	105.0839220411	0.0000057902	0.0000057902	0.0003585060	0.0076110000	42598345	0	-0.0000706679	-0.0001586711	-0.0000631666
104	1540821099.9885299206	0.0000057792	96.4768933095	0.0000057792	0.0000057792	0.0003040707	0.0061170000	42600410	0	-0.0000710153	-0.0001669265	-0.0000626099
105	1540821100.0211329460	0.0000062517	97.4057785460	0.0000062517	0.0000062517	0.0003836754	0.0056760000	42602475	0	-0.0000768878	-0.0001835670	-0.0000728347
106	1540821100.0537259579	0.0000062619	106.5409311647	0.0000062619	0.0000062619	0.0003376249	0.0088380000	42604924	0	-0.0000698311	-0.0001866638	-0.0000730775
107	1540821100.0863101482	0.0000057973	73.1324063868	0.0000057973	0.0000057973	0.0003392684	0.0678870000	47381985	0	-0.0000626593	-0.0001878949	-0.0000744137
108	1540821100.1188881397	0.0000062619	106.1473415138	0.0000062619	0.0000062619	0.0004026179	0.0129820000	51321522	0	0.0000862096	0.0001571609	-0.0000029423
109	1540821100.1514561176	0.0000062684	103.1639831862	0.0000062684	0.0000062684	0.0003958752	0.0092740000	51323587	0	0.0000938826	0.0001502872	0.0000014540
110	1540821100.1840181351	0.0000062684	205.9702966863	0.0000062684	0.0000062684	0.0003924619	0.0066810000	51325652	0	0.0000774741	0.0001386151	-0.0000069610
111	1540821100.2165739536	0.0000067343	155.5385977419	0.0000067343	0.0000067343	0.0003488689	0.0102470000	51327717	0	0.0000746547	0.0001324224	-0.0000049265
112	1540821100.2491209507	0.0000071984	70.2155741018	0.0000071984	0.0000071984	0.0003717745	0.0069790000	51329782	0	0.0000746586	0.0001403851	-0.0000015473
113	1540821100.2816610336	0.0000067403	112.4996018570	0.0000067403	0.0000067403	0.0003169916	0.0070890000	51331847	0	0.0000648356	0.0001240031	-0.0000036211
114	1540821100.3141939640	0.0000072072	105.1852752182	0.0000072072	0.0000072072	0.0003372856	0.0090440000	51333912	0	0.0000870800	0.0001500420	-0.0000021538
115	1540821100.3467199802	0.0000067403	146.0516562301	0.0000067403	0.0000067403	0.0001937686	0.0075920000	51335977	0	0.0000764759	0.0001652288	-0.0000015230
116	1540821100.3792409897	0.0000072129	91.1411426997	0.0000072129	0.0000072129	0.0003437757	0.0072270000	51338042	0	0.0000974276	0.0001580990	-0.0000065434
117	1540821100.4117579460	0.0000076723	150.0248865533	0.0000076723	0.0000076723	0.0002721565	0.0120010000	51340107	0	0.0001186013	0.0001746515	-0.0000124494
118	1540821100.4442729950	0.0000076860	162.8017389430	0.0000076860	0.0000076860	0.0003556313	0.0096730000	51342172	0	0.0001046069	0.0001536990	-0.0000007989
119	1540821100.4767849445	0.0000081467	109.1949582610	0.0000081467	0.0000081467	0.0003734843	0.0065690000	51344237	0	0.0001062048	0.0001569651	-0.0000113018
120	1540821100.5092940331	0.0000081467	190.2577606894	0.0000081467	0.0000081467	0.0003695474	0.0139840000	51346302	0	0.0000819085	0.0001354209	0.0000026782
121	1540821100.5417969227	0.0000076860	91.5725715986	0.0000076860	0.0000076860	0.0003828220	0.4298290000	62480197	0	0.0000706814	0.0001155132	0.0000065811
122	1540821100.5742969513	0.0000076860	54.2342735761	0.0000076860	0.0000076860	0.0003836422	0.0072720000	51354917	0	0.0000879100	0.0001320543	0.0000032881
123	1540821100.6067969799	0.0000076860	189.3029548849	0.0000076860	0.0000076860	0.0003402172	0.0082570000	51356078	0	0.0000868831	0.0001445225	-0.0000031955
124	1540821100.6392991543	0.0000081517	172.9258551422	0.0000081517	0.0000081517	0.0003799324	0.0071660000	51358143	0	0.0001092088	0.0001721216	-0.0000006075
125	1540821100.6718020439	0.0000086155	171.0357505535	0.0000086155	0.0000086155	0.0003512433	0.0114930000	51360208	0	0.0001058554	0.0001720145	0.0000014500
126	1540821100.7043080330	0.0000090867	92.8245657640	0.0000090867	0.0000090867	0.0003792497	0.0091830000	51362273	0	0.0001073685	0.0001777069	-0.0000002930
127	1540821100.7368149757	0.0000086202	152.1633504805	0.0000086202	0.0000086202	0.0003736930	0.0090730000	51364258	0	0.0001066320	0.0001692154	0.0000057008
128	1540821100.7693281174	0.0000086161	62.9674046753	0.0000086161	0.0000086161	0.0003707685	0.0106650000	51366323	0	0.0001160864	0.0001823056	-0.0000012672
129	1540821100.8018469810	0.0000086161	230.9462630847	0.0000086161	0.0000086161	0.0003427680	0.0094910000	51369247	0	0.0001370750	0.0002250797	0.0000070401
130	1540821100.8343751431	0.0000086136	226.0579376768	0.0000086136	0.0000086136	0.0001740475	0.0079790000	51397936	0	0.0001295717	0.0002274279	0.0000051889
131	1540821100.8669159412	0.0000090889	93.9964896218	0.0000090889	0.0000090889	0.0002278732	0.0096550000	51400001	0	0.0001808602	0.0002526813	-0.0000026968
132	1540821100.8994710445	0.0000086128	75.8443671477	0.0000086128	0.0000086128	0.0003364194	0.0066830000	51402066	0	0.0002074106	0.0002909016	0.0000041956
133	1540821100.9320399761	0.0000081377	91.8629570912	0.0000081377	0.0000081377	0.0003726899	0.0064400000	51404131	0	0.0001823978	0.0002669928	0.0000005428
134	1540821100.9646270275	0.0000076628	119.5911208948	0.0000076628	0.0000076628	0.0001939836	0.0078420000	51406196	0	0.0001670130	0.0002741744	0.0000103112
135	1540821100.9972300529	0.0000071892	154.5028678562	0.0000071892	0.0000071892	0.0003681891	0.0070560000	51408261	0	0.0002054023	0.0003242826	0.0000130510
136	1540821101.0298500061	0.0000071922	90.5336929957	0.0000071922	0.0000071922	0.0002178296	0.0069440000	51410326	0	0.0002137218	0.0003223511	0.0000132652
137	1540821101.0624899864	0.0000067182	142.0313522431	0.0000067182	0.0000067182	0.0003695099	0.0074620000	51412391	0	0.0002195506	0.0003177439	-0.0000008708
138	1540821101.0951480865	0.0000067234	118.9516922451	0.0000067234	0.0000067234	0.0003568271	0.0073270000	51415224	0	0.0002157163	0.0003369415	0.0000043642
139	1540821101.1278231144	0.0000062503	139.4145155267	0.0000062503	0.0000062503	0.0002803145	0.0071040000	51417289	0	0.0002237940	0.0003702398	0.0000067691
140	1540821101.1605119705	0.0000057777	173.3436851345	0.0000057777	0.0000057777	0.0003526718	0.0088460000	51419354	0	0.0002481943	0.0003626090	0.0000145876
141	1540821101.1932160854	0.0000053142	138.1495918132	0.0000053142	0.0000053142	0.0003674854	0.0088980000	51421419	0	0.0002265725	0.0003652096	0.0000147620
142	1540821101.2259349823	0.0000048544	144.3315004083	0.0000048544	0.0000048544	0.0003884180	0.6303530000	68675031	0	-0.0002952271	0.0004230425	-0.0000099133
143	1540821101.2586700916	0.0000048544	120.4617651083	0.0000048544	0.0000048544	0.0004400497	0.0149350000	60758425	0	-0.0000228712	0.0006484311	0.0000384400
144	1540821101.2914171219	0.0000048584	82.0850495207	0.0000048584	0.0000048584	0.0004439472	0.0724660000	60759586	0	0.0001300756	0.0006054967	0.0000945575
145	1540821101.3241739273	0.0000044015	91.6172751867	0.0000044015	0.0000044015	0.0004670329	0.0065860000	60761571	0	-0.0000379578	0.0006334826	0.0000813934
146	1540821101.3569409847	0.0000039380	146.2367543566	0.0000039380	0.0000039380	0.0003377593	0.0062530000	60763636	0	0.0000864283	0.0006819551	-0.0000327399
147	1540821101.3897211552	0.0000035005	93.7350641313	0.0000035005	0.0000035005	0.0004204227	0.0081820000	60765701	0	0.0000787346	0.0006426405	-0.0000028110
148	1540821101.4225101471	0.0000034878	78.2545701511	0.0000034878	0.0000034878	0.0005692414	0.0077250000	60767766	0	-0.0001358365	0.0006673584	0.0001088466
149	1540821101.4553101063	0.0000030492	116.4101105531	0.0000030492	0.0000030492	0.0005231915	0.0063600000	60769831	0	0.0000909621	0.0006386508	0.0000540629
150	1540821101.4881179333	0.0000030649	56.6850991296	0.0000030649	0.0000030649	0.0005966366	0.0658650000	60771896	0	-0.0000840294	0.0007705922	-0.0000575596
151	1540821101.5209360123	0.0000026422	230.8406683601	0.0000026422	0.0000026422	0.0007076050	0.0071240000	60773961	0	-0.0003211905	0.0007943444	-0.0000309857
152	1540821101.5537600517	0.0000026822	90.6146307373	0.0000026822	0.0000026822	0.0008459165	0.0066090000	60776026	0	-0.0002571942	0.0007696158	0.0000129230
153	1540821101.5865910053	0.0000022689	113.5285561951	0.0000022689	0.0000022689	0.0008930429	0.0063690000	60778091	0	-0.0000359172	0.0007196669	-0.0000260885
154	1540821101.6194250584	0.0000018858	105.6107686828	0.0000018858	0.0000018858	0.0016832825	0.4472460000	78836215	0	-0.0000073449	0.0007610792	0.0000006557
155	1540821101.6522629261	0.0000018858	98.6100501797	0.0000018858	0.0000018858	0.0029744273	0.0222850000	69942073	0	-0.0003569433	0.0014318940	0.0001648374
156	1540821101.6851041317	0.0000019488	222.3773126577	0.0000019488	0.0000019488	0.0037999733	0.0153960000	69943234	0	-0.0005997699	0.0015293576	0.0000489392
157	1540821101.7179501057	0.0000016313	90.0422472245	0.0000016313	0.0000016313	0.0038170095	0.0168740000	69945219	0	-0.0007929106	0.0015586808	-0.0001157582
158	1540821101.7507970333	0.0000017120	69.7814950895	0.0000017120	0.0000017120	0.0010713110	0.0129190000	69947284	0	-0.0011795688	0.0016734151	-0.0000155532
159	1540821101.7836461067	0.0000013234	95.4089044403	0.0000013234	0.0000013234	0.0031609026	0.0073670000	69949349	0	-0.0011200389	0.0016546750	0.0000786815
160	1540821101.8164989948	0.0000014218	102.9129737342	0.0000014218	0.0000014218	0.0031704083	0.0100100000	69951414	0	-0.0012895972	0.0016856981	-0.0000274358
161	1540821101.8493530750	0.0000014218	182.3411479696	0.0000014218	0.0000014218	0.0016910988	0.0098730000	69953479	0	-0.0011263090	0.0016317783	0.0000625847
162	1540821101.8822100163	0.0000015960	104.5908097038	0.0000015960	0.0000015960	0.0029506295	0.0082070000	69955544	0	-0.0012442999	0.0016860923	0.0001238869
163	1540821101.9150681496	0.0000017971	168.8604036048	0.0000017971	0.0000017971	0.0037444269	0.0081500000	69957609	0	-0.0011173005	0.0016259047	0.0001009202
164	1540821101.9479279518	0.0000017971	101.2735712390	0.0000017971	0.0000017971	0.0038802955	0.0105700000	69959674	0	-0.0008898202	0.0015332483	0.0000790351
165	1540821101.9807879925	0.0000020896	216.1707334192	0.0000020896	0.0000020896	0.0022365432	0.0126770000	69961968	0	-0.0009241914	0.0016975350	0.0000320792
166	1540821102.0136499405	0.0000020896	203.3954383126	0.0000020896	0.0000020896	0.0037966366	0.0083010000	69964033	0	-0.0011025524	0.0017013049	0.0001757825
167	1540821102.0465149879	0.0000021664	192.5794376109	0.0000021664	0.0000021664	0.0022416810	0.0083240000	69966098	0	-0.0011037734	0.0016957612	0.0001761387
168	1540821102.0793800354	0.0000021664	210.6957903843	0.0000021664	0.0000021664	0.0018553318	0.0136640000	69968779	0	-0.0011009420	0.0017510938	0.0002205613
169	1540821102.1122469902	0.0000025768	173.0684011901	0.0000025768	0.0000025768	0.0038819468	0.0096840000	69970228	0	-0.0010716398	0.0017201167	0.0003104337
