SLAMBench Report run started:	2023-08-21 12:52:42

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: events_UZH2.txt
input: ./datasets/UZHFPV/indoor_forward_11_davis.slam
load-slam-library: ./build/lib/libevent-cpp-library.so
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: false
lifelong: false
Grey cam0-intrinsics-parameters: 0.4999709,0.6653194,0.4720705,0.519213

Statistics:
=================

Frame Number	Timestamp	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
35	1540823971.1101465225	0.0100680000	88792	0	0.0000000000	0.0000000000	0.0000000000
36	1540823971.1313195229	0.0101280000	92096	0	0.0000000000	0.0000000000	0.0000000000
37	1540823971.1313195229	0.0100770000	94016	0	0.0000000000	0.0000000000	0.0000000000
38	1540823971.1513257027	0.0100950000	96280	0	0.0000000000	0.0000000000	0.0000000000
39	1540823971.1725785732	0.0100590000	99584	0	0.0000000000	0.0000000000	0.0000000000
40	1540823971.1725785732	0.0101270000	101280	0	0.0000000000	0.0000000000	0.0000000000
41	1540823971.1940896511	0.0100800000	103992	0	0.0000000000	0.0000000000	0.0000000000
42	1540823971.1940896511	0.0192910000	107480	0	0.0000000000	0.0000000000	0.0000000000
43	1540823971.2193787098	0.0100510000	108736	0	0.0000000000	0.0000000000	0.0000000000
44	1540823971.2418017387	0.0100880000	112264	0	0.0000000000	0.0000000000	0.0000000000
45	1540823971.2418017387	0.0100550000	114744	0	0.0000000000	0.0000000000	0.0000000000
46	1540823971.2653975487	0.0100540000	116784	0	0.0000000000	0.0000000000	0.0000000000
47	1540823971.2894287109	0.0184920000	120424	0	0.0000000000	0.0000000000	0.0000000000
48	1540823971.2894287109	0.0101120000	121896	0	0.0000000000	0.0000000000	0.0000000000
49	1540823971.3118305206	0.0100340000	124944	0	0.0000000000	0.0000000000	0.0000000000
50	1540823971.3118305206	0.0100840000	128208	0	0.0000000000	0.0000000000	0.0000000000
51	1540823971.3329155445	0.0100870000	129240	0	0.0000000000	0.0000000000	0.0000000000
52	1540823971.3606975079	0.0100710000	133216	0	0.0000000000	0.0000000000	0.0000000000
53	1540823971.3606975079	0.0100470000	135360	0	0.0000000000	0.0000000000	0.0000000000
54	1540823971.3816046715	0.0100930000	137512	0	0.0000000000	0.0000000000	0.0000000000
55	1540823971.4021995068	0.0192920000	140816	0	0.0000000000	0.0000000000	0.0000000000
56	1540823971.4021995068	0.0100310000	142624	0	0.0000000000	0.0000000000	0.0000000000
57	1540823971.4238317013	0.0100700000	145112	0	0.0000000000	0.0000000000	0.0000000000
58	1540823971.4452056885	0.0100520000	148528	0	0.0000000000	0.0000000000	0.0000000000
59	1540823971.4452056885	0.0100890000	149776	0	0.0000000000	0.0000000000	0.0000000000
60	1540823971.4653437138	0.0100280000	152712	0	0.0000000000	0.0000000000	0.0000000000
61	1540823971.4853885174	0.0100680000	155904	0	0.0000000000	0.0000000000	0.0000000000
62	1540823971.4853885174	0.0192680000	156928	0	0.0000000000	0.0000000000	0.0000000000
63	1540823971.5066735744	0.0100610000	160200	0	0.0000000000	0.0000000000	0.0000000000
64	1540823971.5066735744	0.0293900000	163240	0	0.0000000000	0.0000000000	0.0000000000
65	1540823971.5335266590	0.0100900000	165168	0	0.0000000000	0.0000000000	0.0000000000
66	1540823971.5541937351	0.0100830000	169496	0	0.0000000000	0.0000000000	0.0000000000
67	1540823971.5541937351	0.0101990000	171416	0	0.0000000000	0.0000000000	0.0000000000
68	1540823971.5787186623	0.0100460000	174128	0	0.0000000000	0.0000000000	0.0000000000
69	1540823971.5989236832	0.0100720000	177320	0	0.0000000000	0.0000000000	0.0000000000
70	1540823971.5989236832	0.0101440000	178680	0	0.0000000000	0.0000000000	0.0000000000
71	1540823971.6241786480	0.0101090000	182176	0	0.0000000000	0.0000000000	0.0000000000
72	1540823971.6241786480	0.0100950000	184880	0	0.0000000000	0.0000000000	0.0000000000
73	1540823971.6474566460	0.0100850000	186696	0	0.0000000000	0.0000000000	0.0000000000
74	1540823971.6677656174	0.0100820000	189888	0	0.0000000000	0.0000000000	0.0000000000
75	1540823971.6677656174	0.0101190000	192144	0	0.0000000000	0.0000000000	0.0000000000
76	1540823971.6895906925	0.0193370000	194296	0	0.0000000000	0.0000000000	0.0000000000
77	1540823971.7107596397	0.0100820000	197600	0	0.0000000000	0.0000000000	0.0000000000
78	1540823971.7107596397	0.0100690000	199296	0	0.0000000000	0.0000000000	0.0000000000
79	1540823971.7319645882	0.0100450000	201896	0	0.0000000000	0.0000000000	0.0000000000
80	1540823971.7319645882	0.0101160000	205608	0	0.0000000000	0.0000000000	0.0000000000
81	1540823971.7581465244	0.0100560000	206752	0	0.0000000000	0.0000000000	0.0000000000
82	1540823971.7783477306	0.0192960000	210056	0	0.0000000000	0.0000000000	0.0000000000
83	1540823971.7783477306	0.0101100000	212760	0	0.0000000000	0.0000000000	0.0000000000
84	1540823971.7984185219	0.0100640000	214240	0	0.0000000000	0.0000000000	0.0000000000
85	1540823971.8217086792	0.0100620000	217768	0	0.0000000000	0.0000000000	0.0000000000
86	1540823971.8217086792	0.0101260000	220024	0	0.0000000000	0.0000000000	0.0000000000
87	1540823971.8438236713	0.0100660000	222176	0	0.0000000000	0.0000000000	0.0000000000
88	1540823971.8651456833	0.0101050000	225480	0	0.0000000000	0.0000000000	0.0000000000
89	1540823971.8651456833	0.0101280000	227176	0	0.0000000000	0.0000000000	0.0000000000
90	1540823971.8858845234	0.0100620000	229776	0	0.0000000000	0.0000000000	0.0000000000
91	1540823971.9101455212	0.0100960000	233416	0	0.0000000000	0.0000000000	0.0000000000
92	1540823971.9101455212	0.0101490000	234440	0	0.0000000000	0.0000000000	0.0000000000
93	1540823971.9362006187	0.0100490000	238272	0	0.0000000000	0.0000000000	0.0000000000
94	1540823971.9362006187	0.0100760000	240640	0	0.0000000000	0.0000000000	0.0000000000
95	1540823971.9625465870	0.0101750000	243240	0	0.0000000000	0.0000000000	0.0000000000
96	1540823971.9840915203	0.0123800000	246544	0	0.0000000000	0.0000000000	0.0000000000
97	1540823971.9840915203	0.0100650000	247904	0	0.0000000000	0.0000000000	0.0000000000
98	1540823972.0051345825	0.0100880000	250840	0	0.0000000000	0.0000000000	0.0000000000
99	1540823972.0051345825	0.0100820000	254104	0	0.0000000000	0.0000000000	0.0000000000
100	1540823972.0294785500	0.0101140000	255472	0	0.0000000000	0.0000000000	0.0000000000
101	1540823972.0545136929	0.0100850000	259224	0	0.0000000000	0.0000000000	0.0000000000
102	1540823972.0545136929	0.0100620000	261368	0	0.0000000000	0.0000000000	0.0000000000
103	1540823972.0775036812	0.0100680000	263744	0	0.0000000000	0.0000000000	0.0000000000
104	1540823972.1033437252	0.0100950000	267608	0	0.0000000000	0.0000000000	0.0000000000
105	1540823972.1033437252	0.0100990000	268520	0	0.0000000000	0.0000000000	0.0000000000
106	1540823972.1274805069	0.0100870000	272240	0	0.0000000000	0.0000000000	0.0000000000
107	1540823972.1274805069	0.0101380000	274832	0	0.0000000000	0.0000000000	0.0000000000
108	1540823972.1537275314	0.0100890000	277096	0	0.0000000000	0.0000000000	0.0000000000
109	1540823972.1537275314	0.0192880000	281032	0	0.0000000000	0.0000000000	0.0000000000
110	1540823972.1813716888	0.0101310000	282176	0	0.0000000000	0.0000000000	0.0000000000
111	1540823972.2029626369	0.0101060000	285592	0	0.0000000000	0.0000000000	0.0000000000
112	1540823972.2029626369	0.0192910000	288296	0	0.0000000000	0.0000000000	0.0000000000
113	1540823972.2235565186	0.0101010000	289776	0	0.0000000000	0.0000000000	0.0000000000
114	1540823972.2439665794	0.0193020000	293080	0	0.0000000000	0.0000000000	0.0000000000
115	1540823972.2439665794	0.0100970000	295448	0	0.0000000000	0.0000000000	0.0000000000
116	1540823972.2659735680	0.0100620000	297488	0	0.0000000000	0.0000000000	0.0000000000
117	1540823972.2897906303	0.0101090000	301016	0	0.0000000000	0.0000000000	0.0000000000
118	1540823972.2897906303	0.0101070000	302712	0	0.0000000000	0.0000000000	0.0000000000
119	1540823972.3109357357	0.0100700000	305312	0	0.0000000000	0.0000000000	0.0000000000
120	1540823972.3319115639	0.0100850000	308616	0	0.0000000000	0.0000000000	0.0000000000
121	1540823972.3319115639	0.0193560000	309864	0	0.0000000000	0.0000000000	0.0000000000
122	1540823972.3614907265	0.0101400000	313920	0	0.0000000000	0.0000000000	0.0000000000
123	1540823972.3614907265	0.0100620000	316176	0	0.0000000000	0.0000000000	0.0000000000
124	1540823972.3824436665	0.0100880000	318216	0	0.0000000000	0.0000000000	0.0000000000
125	1540823972.4039955139	0.0101090000	321520	0	0.0000000000	0.0000000000	0.0000000000
126	1540823972.4039955139	0.0192650000	323328	0	0.0000000000	0.0000000000	0.0000000000
127	1540823972.4240696430	0.0101730000	325704	0	0.0000000000	0.0000000000	0.0000000000
128	1540823972.4240696430	0.0100990000	329640	0	0.0000000000	0.0000000000	0.0000000000
129	1540823972.4651346207	0.0100590000	332352	0	0.0000000000	0.0000000000	0.0000000000
130	1540823972.4651346207	0.0101260000	338000	0	0.0000000000	0.0000000000	0.0000000000
131	1540823972.4918446541	0.0100650000	339256	0	0.0000000000	0.0000000000	0.0000000000
132	1540823972.5127935410	0.0101100000	342560	0	0.0000000000	0.0000000000	0.0000000000
133	1540823972.5127935410	0.0100450000	345152	0	0.0000000000	0.0000000000	0.0000000000
134	1540823972.5335545540	0.0101150000	346856	0	0.0000000000	0.0000000000	0.0000000000
135	1540823972.5547676086	0.0103740000	350160	0	0.0000000000	0.0000000000	0.0000000000
136	1540823972.5547676086	0.0104470000	352416	0	0.0000000000	0.0000000000	0.0000000000
137	1540823972.5766735077	0.0105750000	354568	0	0.0000000000	0.0000000000	0.0000000000
138	1540823972.5967535973	0.0198650000	357760	0	0.0000000000	0.0000000000	0.0000000000
139	1540823972.5967535973	0.0101120000	359568	0	0.0000000000	0.0000000000	0.0000000000
140	1540823972.6196746826	0.0100760000	362280	0	0.0000000000	0.0000000000	0.0000000000
141	1540823972.6419847012	0.0100770000	365696	0	0.0000000000	0.0000000000	0.0000000000
142	1540823972.6419847012	0.0100600000	366832	0	0.0000000000	0.0000000000	0.0000000000
143	1540823972.6621036530	0.0100460000	369880	0	0.0000000000	0.0000000000	0.0000000000
144	1540823972.6621036530	0.0100930000	373032	0	0.0000000000	0.0000000000	0.0000000000
145	1540823972.6859257221	0.0100780000	374512	0	0.0000000000	0.0000000000	0.0000000000
146	1540823972.7064046860	0.0100820000	377816	0	0.0000000000	0.0000000000	0.0000000000
147	1540823972.7064046860	0.0100670000	380296	0	0.0000000000	0.0000000000	0.0000000000
148	1540823972.7311406136	0.0100270000	382448	0	0.0000000000	0.0000000000	0.0000000000
149	1540823972.7515237331	0.0100560000	385752	0	0.0000000000	0.0000000000	0.0000000000
150	1540823972.7515237331	0.0100430000	387448	0	0.0000000000	0.0000000000	0.0000000000
151	1540823972.7736296654	0.0100680000	390160	0	0.0000000000	0.0000000000	0.0000000000
152	1540823972.7736296654	0.0100570000	393760	0	0.0000000000	0.0000000000	0.0000000000
153	1540823972.8127086163	0.0100690000	396472	0	0.0000000000	0.0000000000	0.0000000000
154	1540823972.8127086163	0.0193020000	399960	0	0.0000000000	0.0000000000	0.0000000000
155	1540823972.8378846645	0.0100540000	401216	0	0.0000000000	0.0000000000	0.0000000000
156	1540823972.8585975170	0.0101130000	404520	0	0.0000000000	0.0000000000	0.0000000000
157	1540823972.8585975170	0.0100770000	407224	0	0.0000000000	0.0000000000	0.0000000000
158	1540823972.8809015751	0.0100500000	408928	0	0.0000000000	0.0000000000	0.0000000000
159	1540823972.9020035267	0.0101000000	412232	0	0.0000000000	0.0000000000	0.0000000000
160	1540823972.9020035267	0.0100660000	414376	0	0.0000000000	0.0000000000	0.0000000000
161	1540823972.9251415730	0.0100530000	416752	0	0.0000000000	0.0000000000	0.0000000000
162	1540823972.9452097416	0.0101430000	419944	0	0.0000000000	0.0000000000	0.0000000000
163	1540823972.9452097416	0.0101380000	421640	0	0.0000000000	0.0000000000	0.0000000000
164	1540823972.9688646793	0.0100730000	424576	0	0.0000000000	0.0000000000	0.0000000000
165	1540823972.9891257286	0.0198160000	427768	0	0.0000000000	0.0000000000	0.0000000000
166	1540823972.9891257286	0.0101030000	428792	0	0.0000000000	0.0000000000	0.0000000000
167	1540823973.0096147060	0.0192980000	431952	0	0.0000000000	0.0000000000	0.0000000000
168	1540823973.0096147060	0.0196270000	435104	0	0.0000000000	0.0000000000	0.0000000000
169	1540823973.0339326859	0.0101180000	436696	0	0.0000000000	0.0000000000	0.0000000000
170	1540823973.0576627254	0.0100550000	440224	0	0.0000000000	0.0000000000	0.0000000000
171	1540823973.0576627254	0.0101000000	442256	0	0.0000000000	0.0000000000	0.0000000000
172	1540823973.0819566250	0.0101120000	444968	0	0.0000000000	0.0000000000	0.0000000000
173	1540823973.0819566250	0.0192840000	448568	0	0.0000000000	0.0000000000	0.0000000000
174	1540823973.1070206165	0.0100680000	449712	0	0.0000000000	0.0000000000	0.0000000000
175	1540823973.1292667389	0.0100500000	453128	0	0.0000000000	0.0000000000	0.0000000000
176	1540823973.1292667389	0.0100760000	455720	0	0.0000000000	0.0000000000	0.0000000000
177	1540823973.1561975479	0.0192930000	458096	0	0.0000000000	0.0000000000	0.0000000000
178	1540823973.1772305965	0.0100490000	461400	0	0.0000000000	0.0000000000	0.0000000000
179	1540823973.1772305965	0.0100660000	462984	0	0.0000000000	0.0000000000	0.0000000000
180	1540823973.2009985447	0.0100610000	466032	0	0.0000000000	0.0000000000	0.0000000000
181	1540823973.2009985447	0.0100560000	469184	0	0.0000000000	0.0000000000	0.0000000000
182	1540823973.2230825424	0.0192680000	470440	0	0.0000000000	0.0000000000	0.0000000000
183	1540823973.2431335449	0.0100800000	473632	0	0.0000000000	0.0000000000	0.0000000000
184	1540823973.2431335449	0.0193420000	476448	0	0.0000000000	0.0000000000	0.0000000000
185	1540823973.2644946575	0.0100470000	477928	0	0.0000000000	0.0000000000	0.0000000000
186	1540823973.2910366058	0.0192620000	481792	0	0.0000000000	0.0000000000	0.0000000000
187	1540823973.2910366058	0.0100810000	483600	0	0.0000000000	0.0000000000	0.0000000000
188	1540823973.3113076687	0.0100660000	486088	0	0.0000000000	0.0000000000	0.0000000000
189	1540823973.3328115940	0.0100570000	489392	0	0.0000000000	0.0000000000	0.0000000000
190	1540823973.3328115940	0.0101020000	490864	0	0.0000000000	0.0000000000	0.0000000000
191	1540823973.3552715778	0.0100490000	493912	0	0.0000000000	0.0000000000	0.0000000000
192	1540823973.3758435249	0.0101040000	497104	0	0.0000000000	0.0000000000	0.0000000000
193	1540823973.3758435249	0.0192450000	498016	0	0.0000000000	0.0000000000	0.0000000000
194	1540823973.3976256847	0.0100820000	501512	0	0.0000000000	0.0000000000	0.0000000000
195	1540823973.3976256847	0.0192930000	504328	0	0.0000000000	0.0000000000	0.0000000000
196	1540823973.4371216297	0.0102190000	507824	0	0.0000000000	0.0000000000	0.0000000000
197	1540823973.4371216297	0.0100620000	510528	0	0.0000000000	0.0000000000	0.0000000000
198	1540823973.4664785862	0.0100740000	513128	0	0.0000000000	0.0000000000	0.0000000000
199	1540823973.4879615307	0.0193290000	516432	0	0.0000000000	0.0000000000	0.0000000000
200	1540823973.4879615307	0.0100870000	517792	0	0.0000000000	0.0000000000	0.0000000000
201	1540823973.5096805096	0.0104250000	520840	0	0.0000000000	0.0000000000	0.0000000000
202	1540823973.5096805096	0.0100860000	523992	0	0.0000000000	0.0000000000	0.0000000000
203	1540823973.5315265656	0.0101530000	525248	0	0.0000000000	0.0000000000	0.0000000000
204	1540823973.5535805225	0.0100270000	528664	0	0.0000000000	0.0000000000	0.0000000000
205	1540823973.5535805225	0.0101130000	531256	0	0.0000000000	0.0000000000	0.0000000000
206	1540823973.5812046528	0.0102310000	533632	0	0.0000000000	0.0000000000	0.0000000000
207	1540823973.6036536694	0.0100920000	537160	0	0.0000000000	0.0000000000	0.0000000000
208	1540823973.6036536694	0.0193320000	538408	0	0.0000000000	0.0000000000	0.0000000000
209	1540823973.6249296665	0.0101430000	541456	0	0.0000000000	0.0000000000	0.0000000000
210	1540823973.6249296665	0.0100830000	544720	0	0.0000000000	0.0000000000	0.0000000000
211	1540823973.6460516453	0.0100750000	545752	0	0.0000000000	0.0000000000	0.0000000000
212	1540823973.6666605473	0.0101090000	549056	0	0.0000000000	0.0000000000	0.0000000000
213	1540823973.6666605473	0.0100830000	551872	0	0.0000000000	0.0000000000	0.0000000000
214	1540823973.7013506889	0.0100870000	554808	0	0.0000000000	0.0000000000	0.0000000000
215	1540823973.7013506889	0.0100980000	558184	0	0.0000000000	0.0000000000	0.0000000000
216	1540823973.7266755104	0.0193690000	559664	0	0.0000000000	0.0000000000	0.0000000000
217	1540823973.7472486496	0.0101130000	562856	0	0.0000000000	0.0000000000	0.0000000000
218	1540823973.7472486496	0.0102180000	565336	0	0.0000000000	0.0000000000	0.0000000000
219	1540823973.7672975063	0.0101910000	567040	0	0.0000000000	0.0000000000	0.0000000000
220	1540823973.7940466404	0.0101170000	571016	0	0.0000000000	0.0000000000	0.0000000000
221	1540823973.7940466404	0.0100880000	572600	0	0.0000000000	0.0000000000	0.0000000000
222	1540823973.8147165775	0.0101290000	575312	0	0.0000000000	0.0000000000	0.0000000000
223	1540823973.8350577354	0.0100670000	578504	0	0.0000000000	0.0000000000	0.0000000000
224	1540823973.8350577354	0.0101700000	579752	0	0.0000000000	0.0000000000	0.0000000000
225	1540823973.8564305305	0.0100980000	582800	0	0.0000000000	0.0000000000	0.0000000000
226	1540823973.8564305305	0.0100710000	586064	0	0.0000000000	0.0000000000	0.0000000000
227	1540823973.8786346912	0.0100560000	587208	0	0.0000000000	0.0000000000	0.0000000000
228	1540823973.8993525505	0.0101390000	590512	0	0.0000000000	0.0000000000	0.0000000000
229	1540823973.8993525505	0.0100900000	593216	0	0.0000000000	0.0000000000	0.0000000000
230	1540823973.9196476936	0.0193670000	594696	0	0.0000000000	0.0000000000	0.0000000000
231	1540823973.9468376637	0.0101130000	598784	0	0.0000000000	0.0000000000	0.0000000000
232	1540823973.9468376637	0.0100560000	600480	0	0.0000000000	0.0000000000	0.0000000000
233	1540823973.9675567150	0.0100970000	602968	0	0.0000000000	0.0000000000	0.0000000000
234	1540823973.9881145954	0.0101240000	606272	0	0.0000000000	0.0000000000	0.0000000000
235	1540823973.9881145954	0.0100510000	607632	0	0.0000000000	0.0000000000	0.0000000000
236	1540823974.0081946850	0.0100960000	610456	0	0.0000000000	0.0000000000	0.0000000000
237	1540823974.0081946850	0.0100630000	613944	0	0.0000000000	0.0000000000	0.0000000000
238	1540823974.0314145088	0.0101020000	614976	0	0.0000000000	0.0000000000	0.0000000000
239	1540823974.0565316677	0.0100380000	618728	0	0.0000000000	0.0000000000	0.0000000000
240	1540823974.0565316677	0.0100640000	621096	0	0.0000000000	0.0000000000	0.0000000000
241	1540823974.0765917301	0.0101180000	622912	0	0.0000000000	0.0000000000	0.0000000000
242	1540823974.0995326042	0.0100630000	626440	0	0.0000000000	0.0000000000	0.0000000000
243	1540823974.0995326042	0.0192890000	628360	0	0.0000000000	0.0000000000	0.0000000000
244	1540823974.1199095249	0.0100420000	630624	0	0.0000000000	0.0000000000	0.0000000000
245	1540823974.1414766312	0.0100920000	634040	0	0.0000000000	0.0000000000	0.0000000000
246	1540823974.1414766312	0.0100440000	635512	0	0.0000000000	0.0000000000	0.0000000000
247	1540823974.1639466286	0.0100820000	638448	0	0.0000000000	0.0000000000	0.0000000000
248	1540823974.1639466286	0.0100640000	641824	0	0.0000000000	0.0000000000	0.0000000000
249	1540823974.1868045330	0.0100890000	642968	0	0.0000000000	0.0000000000	0.0000000000
250	1540823974.2088556290	0.0100640000	646384	0	0.0000000000	0.0000000000	0.0000000000
251	1540823974.2088556290	0.0193360000	649088	0	0.0000000000	0.0000000000	0.0000000000
252	1540823974.2366726398	0.0100300000	651464	0	0.0000000000	0.0000000000	0.0000000000
253	1540823974.2588255405	0.0100440000	654880	0	0.0000000000	0.0000000000	0.0000000000
254	1540823974.2588255405	0.0100600000	656240	0	0.0000000000	0.0000000000	0.0000000000
255	1540823974.2844285965	0.0100640000	659736	0	0.0000000000	0.0000000000	0.0000000000
256	1540823974.2844285965	0.0101130000	662552	0	0.0000000000	0.0000000000	0.0000000000
257	1540823974.3076775074	0.0100710000	664256	0	0.0000000000	0.0000000000	0.0000000000
258	1540823974.3282136917	0.0101090000	671544	0	0.0000000000	0.0000000000	0.0000000000
259	1540823974.3282136917	0.0101300000	673800	0	0.0000000000	0.0000000000	0.0000000000
260	1540823974.3542435169	0.0100740000	676400	0	0.0000000000	0.0000000000	0.0000000000
261	1540823974.3542435169	0.0101800000	680112	0	0.0000000000	0.0000000000	0.0000000000
262	1540823974.3791515827	0.0192770000	681144	0	0.0000000000	0.0000000000	0.0000000000
263	1540823974.4009315968	0.0101160000	684560	0	0.0000000000	0.0000000000	0.0000000000
264	1540823974.4009315968	0.0100520000	687264	0	0.0000000000	0.0000000000	0.0000000000
265	1540823974.4362516403	0.0100700000	690424	0	0.0000000000	0.0000000000	0.0000000000
266	1540823974.4362516403	0.0100950000	693576	0	0.0000000000	0.0000000000	0.0000000000
267	1540823974.4574337006	0.0193220000	694832	0	0.0000000000	0.0000000000	0.0000000000
268	1540823974.4793426991	0.0100710000	698136	0	0.0000000000	0.0000000000	0.0000000000
269	1540823974.4793426991	0.0100470000	700728	0	0.0000000000	0.0000000000	0.0000000000
270	1540823974.5084826946	0.0101210000	703440	0	0.0000000000	0.0000000000	0.0000000000
271	1540823974.5084826946	0.0100350000	707040	0	0.0000000000	0.0000000000	0.0000000000
272	1540823974.5419366360	0.0193560000	709080	0	0.0000000000	0.0000000000	0.0000000000
273	1540823974.5630385876	0.0100890000	712384	0	0.0000000000	0.0000000000	0.0000000000
274	1540823974.5630385876	0.0100470000	714192	0	0.0000000000	0.0000000000	0.0000000000
275	1540823974.5843076706	0.0100670000	716680	0	0.0000000000	0.0000000000	0.0000000000
276	1540823974.6059906483	0.0100590000	720096	0	0.0000000000	0.0000000000	0.0000000000
277	1540823974.6059906483	0.0101050000	721456	0	0.0000000000	0.0000000000	0.0000000000
278	1540823974.6272125244	0.0100390000	724392	0	0.0000000000	0.0000000000	0.0000000000
279	1540823974.6272125244	0.0100460000	727656	0	0.0000000000	0.0000000000	0.0000000000
280	1540823974.6535305977	0.0193490000	729248	0	0.0000000000	0.0000000000	0.0000000000
281	1540823974.6770956516	0.0100960000	732888	0	0.0000000000	0.0000000000	0.0000000000
282	1540823974.6770956516	0.0100560000	734920	0	0.0000000000	0.0000000000	0.0000000000
283	1540823974.6984486580	0.0101160000	737184	0	0.0000000000	0.0000000000	0.0000000000
284	1540823974.6984486580	0.0101500000	741120	0	0.0000000000	0.0000000000	0.0000000000
285	1540823974.7270696163	0.0100670000	742376	0	0.0000000000	0.0000000000	0.0000000000
286	1540823974.7486915588	0.0100910000	745680	0	0.0000000000	0.0000000000	0.0000000000
287	1540823974.7486915588	0.0100810000	748384	0	0.0000000000	0.0000000000	0.0000000000
288	1540823974.7702045441	0.0100440000	750088	0	0.0000000000	0.0000000000	0.0000000000
289	1540823974.7913196087	0.0100510000	753392	0	0.0000000000	0.0000000000	0.0000000000
290	1540823974.7913196087	0.0100740000	755536	0	0.0000000000	0.0000000000	0.0000000000
291	1540823974.8168506622	0.0100820000	758248	0	0.0000000000	0.0000000000	0.0000000000
292	1540823974.8168506622	0.0100750000	761848	0	0.0000000000	0.0000000000	0.0000000000
293	1540823974.8521735668	0.0100820000	764112	0	0.0000000000	0.0000000000	0.0000000000
294	1540823974.8748457432	0.0100910000	767528	0	0.0000000000	0.0000000000	0.0000000000
295	1540823974.8748457432	0.0100870000	769000	0	0.0000000000	0.0000000000	0.0000000000
296	1540823974.8969585896	0.0100580000	772048	0	0.0000000000	0.0000000000	0.0000000000
297	1540823974.8969585896	0.0100930000	775312	0	0.0000000000	0.0000000000	0.0000000000
298	1540823974.9254465103	0.0100820000	777128	0	0.0000000000	0.0000000000	0.0000000000
299	1540823974.9477937222	0.0101050000	780544	0	0.0000000000	0.0000000000	0.0000000000
